種番号,和名,学名,属,属（日本語）,科,科（日本語）,目,目（日本語）,亜種
609-2,カワラヒワ,Chloris sinica minor,CHLORIS,カワラヒワ属,FRINGILLIDAE,アトリ科,PASSERIFORMES,スズメ目,亜種
610,オガサワラカワラヒワ,Chloris kittlitzi,CHLORIS,カワラヒワ属,FRINGILLIDAE,アトリ科,PASSERIFORMES,スズメ目,種
611,ベニヒワ,Acanthis flammea,ACANTHIS,ベニヒワ属,FRINGILLIDAE,アトリ科,PASSERIFORMES,スズメ目,種
611-1,ベニヒワ,Acanthis flammea flammea,ACANTHIS,ベニヒワ属,FRINGILLIDAE,アトリ科,PASSERIFORMES,スズメ目,亜種
611-2,コベニヒワ,Acanthis flammea exilipes,ACANTHIS,ベニヒワ属,FRINGILLIDAE,アトリ科,PASSERIFORMES,スズメ目,亜種
612,イスカ,Loxia curvirostra,LOXIA,イスカ属,FRINGILLIDAE,アトリ科,PASSERIFORMES,スズメ目,種
612-1,イスカ,Loxia curvirostra japonica,LOXIA,イスカ属,FRINGILLIDAE,アトリ科,PASSERIFORMES,スズメ目,亜種
613,ナキイスカ,Loxia leucoptera,LOXIA,イスカ属,FRINGILLIDAE,アトリ科,PASSERIFORMES,スズメ目,種
613-1,ナキイスカ,Loxia leucoptera bifasciata,LOXIA,イスカ属,FRINGILLIDAE,アトリ科,PASSERIFORMES,スズメ目,亜種
614,マヒワ,Spinus spinus,SPINUS,マヒワ属,FRINGILLIDAE,アトリ科,PASSERIFORMES,スズメ目,種
615,ツメナガホオジロ,Calcarius lapponicus,CALCARIUS,ツメナガホオジロ属,CALCARIIDAE,ツメナガホオジロ科,PASSERIFORMES,スズメ目,種
615-1,ツメナガホオジロ,Calcarius lapponicus coloratus,CALCARIUS,ツメナガホオジロ属,CALCARIIDAE,ツメナガホオジロ科,PASSERIFORMES,スズメ目,亜種
616,ユキホオジロ,Plectrophenax nivalis,PLECTROPHENAX,ユキホオジロ属,CALCARIIDAE,ツメナガホオジロ科,PASSERIFORMES,スズメ目,種
616-1,ユキホオジロ,Plectrophenax nivalis vlasowae,PLECTROPHENAX,ユキホオジロ属,CALCARIIDAE,ツメナガホオジロ科,PASSERIFORMES,スズメ目,亜種
616-2,オオユキホオジロ,Plectrophenax nivalis townsendi,PLECTROPHENAX,ユキホオジロ属,CALCARIIDAE,ツメナガホオジロ科,PASSERIFORMES,スズメ目,亜種
617,キアオジ,Emberiza citrinella,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
617-1,キアオジ,Emberiza citrinella erythrogenys,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
618,シラガホオジロ,Emberiza leucocephalos,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
618-1,シラガホオジロ,Emberiza leucocephalos leucocephalos,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
619,ホオジロ,Emberiza cioides,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
619-1,ホオジロ,Emberiza cioides ciopsis,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
620,イワバホオジロ,Emberiza buchanani,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
621,ズアオホオジロ,Emberiza hortulana,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
622,シロハラホオジロ,Emberiza tristrami,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
623,ホオアカ,Emberiza fucata,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
623-1,ホオアカ,Emberiza fucata fucata,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
624,コホオアカ,Emberiza pusilla,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
625,キマユホオジロ,Emberiza chrysophrys,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
626,カシラダカ,Emberiza rustica,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
626-1,カシラダカ,Emberiza rustica latifascia,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
627,ミヤマホオジロ,Emberiza elegans,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
627-1,ミヤマホオジロ,Emberiza elegans elegans,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
628,シマアオジ,Emberiza aureola,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
628-1,シマアオジ,Emberiza aureola ornata,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
629,シマノジコ,Emberiza rutila,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
630,ズグロチャキンチョウ,Emberiza melanocephala,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
631,チャキンチョウ,Emberiza bruniceps,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
632,ノジコ,Emberiza sulphurata,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
633,シベリアアオジ,Emberiza spodocephala,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
633-1,シベリアアオジ,Emberiza spodocephala spodocephala,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
634,アオジ,Emberiza personata,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
635,クロジ,Emberiza variabilis,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
636,シベリアジュリン,Emberiza pallasi,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
636-1,シベリアジュリン,Emberiza pallasi polaris,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
636-2,オオシベリアジュリン,Emberiza pallasi pallasi,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
637,コジュリン,Emberiza yessoensis,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
637-1,コジュリン,Emberiza yessoensis yessoensis,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
638,オオジュリン,Emberiza schoeniclus,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,種
638-1,オオジュリン,Emberiza schoeniclus pyrrhulina,EMBERIZA,ホオジロ属,EMBERIZIDAE,ホオジロ科,PASSERIFORMES,スズメ目,亜種
639,ゴマフスズメ,Passerella iliaca,PASSERELLA,ゴマフスズメ属,PASSERELLIDAE,ゴマフスズメ科（和名検討中）,PASSERIFORMES,スズメ目,種
639-1,ゴマフスズメ,Passerella iliaca unalaschcensis,PASSERELLA,ゴマフスズメ属,PASSERELLIDAE,ゴマフスズメ科（和名検討中）,PASSERIFORMES,スズメ目,亜種
640,ミヤマシトド,Zonotrichia leucophrys,ZONOTRICHIA,ミヤマシトド属,PASSERELLIDAE,ゴマフスズメ科（和名検討中）,PASSERIFORMES,スズメ目,種
640-1,ミヤマシトド,Zonotrichia leucophrys gambelii,ZONOTRICHIA,ミヤマシトド属,PASSERELLIDAE,ゴマフスズメ科（和名検討中）,PASSERIFORMES,スズメ目,亜種
641,キガシラシトド,Zonotrichia atricapilla,ZONOTRICHIA,ミヤマシトド属,PASSERELLIDAE,ゴマフスズメ科（和名検討中）,PASSERIFORMES,スズメ目,種
642,サバンナシトド,Passerculus sandwichensis,PASSERCULUS,サバンナシトド属,PASSERELLIDAE,ゴマフスズメ科（和名検討中）,PASSERIFORMES,スズメ目,種
642-1,サバンナシトド,Passerculus sandwichensis sandwichensis,PASSERCULUS,サバンナシトド属,PASSERELLIDAE,ゴマフスズメ科（和名検討中）,PASSERIFORMES,スズメ目,亜種
643,ウタスズメ,Melospiza melodia,MELOSPIZA,ウタスズメ属,PASSERELLIDAE,ゴマフスズメ科（和名検討中）,PASSERIFORMES,スズメ目,種
644,カオグロアメリカムシクイ,Geothlypis trichas,GEOTHLYPIS,カオグロアメリカムシクイ属,PARULIDAE,アメリカムシクイ科,PASSERIFORMES,スズメ目,種
644-1,カオグロアメリカムシクイ,Geothlypis trichas campicola,GEOTHLYPIS,カオグロアメリカムシクイ属,PARULIDAE,アメリカムシクイ科,PASSERIFORMES,スズメ目,亜種
645,キヅタアメリカムシクイ,Setophaga coronata,SETOPHAGA,ハゴロモムシクイ属,PARULIDAE,アメリカムシクイ科,PASSERIFORMES,スズメ目,種
645-1,キヅタアメリカムシクイ,Setophaga coronata coronata,SETOPHAGA,ハゴロモムシクイ属,PARULIDAE,アメリカムシクイ科,PASSERIFORMES,スズメ目,亜種
1002,コクチョウ,Cygnus atratus,CYGNUS,ハクチョウ属,ANATIDAE,カモ科,ANSERIFORMES,カモ目,種
1004,コリンウズラ,Colinus virginianus,COLINUS,コリンウズラ属,ODONTOPHORIDAE,コリンウズラ科（和名検討中）,GALLIFORMES,キジ目,種
1006,タイリクキジ（和名検討中）,Phasianus colchicus,PHASIANUS,キジ属,PHASIANIDAE,キジ科,GALLIFORMES,キジ目,種
1008,インドクジャク,Pavo cristatus,PAVO,クジャク属,PHASIANIDAE,キジ科,GALLIFORMES,キジ目,種
1009,コジュケイ,Bambusicola thoracicus,BAMBUSICOLA,コジュケイ属,PHASIANIDAE,キジ科,GALLIFORMES,キジ目,種
1010,テッケイ,Bambusicola sonorivox,BAMBUSICOLA,コジュケイ属,PHASIANIDAE,キジ科,GALLIFORMES,キジ目,種
1011,カワラバト（ドバト）,Columba livia,COLUMBA,カワラバト属,COLUMBIDAE,ハト科,COLUMBIFORMES,ハト目,種
1013,クロエリセイタカシギ,Himantopus mexicanus,HIMANTOPUS,セイタカシギ属,RECURVIROSTRIDAE,セイタカシギ科,CHARADRIIFORMES,チドリ目,種
1016,オキナインコ,Myiopsitta monachus,MYIOPSITTA,オキナインコ属,PSITTACIDAE,ヨウム科（和名検討中）,PSITTACIFORMES,インコ目,種
1017,ダルマインコ,Psittacula alexandri,PSITTACULA,ダルマインコ属,PSITTACULIDAE,インコ科（和名検討中）,PSITTACIFORMES,インコ目,種
1018,オオホンセイインコ,Psittacula eupatria,PSITTACULA,ダルマインコ属,PSITTACULIDAE,インコ科（和名検討中）,PSITTACIFORMES,インコ目,種
1019,ホンセイインコ,Psittacula krameri,PSITTACULA,ダルマインコ属,PSITTACULIDAE,インコ科（和名検討中）,PSITTACIFORMES,インコ目,種
1020,セキセイインコ,Melopsittacus undulatus,MELOPSITTACUS,セキセイインコ属,PSITTACULIDAE,インコ科（和名検討中）,PSITTACIFORMES,インコ目,種
1021,ヤマムスメ,Urocissa caerulea,UROCISSA,サンジャク属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
1022,サンジャク,Urocissa erythroryncha,UROCISSA,サンジャク属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
1025,ソウシチョウ,Leiothrix lutea,LEIOTHRIX,ソウシチョウ属,LEIOTHRICHIDAE,ガビチョウ科（和名検討中）,PASSERIFORMES,スズメ目,種
1026,ガビチョウ,Garrulax canorus,GARRULAX,ガビチョウ属,LEIOTHRICHIDAE,ガビチョウ科（和名検討中）,PASSERIFORMES,スズメ目,種
1027,ヒゲガビチョウ,Ianthocincla cineracea,IANTHOCINCLA,ヒゲガビチョウ属（和名検討中）,LEIOTHRICHIDAE,ガビチョウ科（和名検討中）,PASSERIFORMES,スズメ目,種
1027-1,ヒゲガビチョウ,Ianthocincla cineracea cinereiceps,IANTHOCINCLA,ヒゲガビチョウ属（和名検討中）,LEIOTHRICHIDAE,ガビチョウ科（和名検討中）,PASSERIFORMES,スズメ目,亜種
1028,カオジロガビチョウ,Pterorhinus sannio,PTERORHINUS,カオジロガビチョウ属（和名検討中）,LEIOTHRICHIDAE,ガビチョウ科（和名検討中）,PASSERIFORMES,スズメ目,種
1029,カオグロガビチョウ,Pterorhinus perspicillatus,PTERORHINUS,カオジロガビチョウ属（和名検討中）,LEIOTHRICHIDAE,ガビチョウ科（和名検討中）,PASSERIFORMES,スズメ目,種
1030,ハッカチョウ,Acridotheres cristatellus,ACRIDOTHERES,ハッカチョウ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
1031,ジャワハッカ,Acridotheres javanicus,ACRIDOTHERES,ハッカチョウ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
1032,ハイイロハッカ,Acridotheres ginginianus,ACRIDOTHERES,ハッカチョウ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
1033,インドハッカ,Acridotheres tristis,ACRIDOTHERES,ハッカチョウ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
1033-1,インドハッカ,Acridotheres tristis tristis,ACRIDOTHERES,ハッカチョウ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,亜種
1034,ホオジロムクドリ,Gracupica contra,GRACUPICA,クビワムクドリ属,STURNIDAE,ムクドリ科,PASSERIFORMES,スズメ目,種
1035,メンハタオリドリ,Ploceus intermedius,PLOCEUS,キハタオリ属,PLOCEIDAE,ハタオリドリ科,PASSERIFORMES,スズメ目,種
1036,オオキンランチョウ,Euplectes orix,EUPLECTES,キンランチョウ属,PLOCEIDAE,ハタオリドリ科,PASSERIFORMES,スズメ目,種
1037,ブンチョウ,Padda oryzivora,PADDA,ブンチョウ属,ESTRILDIDAE,カエデチョウ科,PASSERIFORMES,スズメ目,種
1038,シマキンパラ,Lonchura punctulata,LONCHURA,キンパラ属,ESTRILDIDAE,カエデチョウ科,PASSERIFORMES,スズメ目,種
1039,コシジロキンパラ,Lonchura striata,LONCHURA,キンパラ属,ESTRILDIDAE,カエデチョウ科,PASSERIFORMES,スズメ目,種
1040,ギンパラ,Lonchura malacca,LONCHURA,キンパラ属,ESTRILDIDAE,カエデチョウ科,PASSERIFORMES,スズメ目,種
1041,キンパラ,Lonchura atricapilla,LONCHURA,キンパラ属,ESTRILDIDAE,カエデチョウ科,PASSERIFORMES,スズメ目,種
1042,ヘキチョウ,Lonchura maja,LONCHURA,キンパラ属,ESTRILDIDAE,カエデチョウ科,PASSERIFORMES,スズメ目,種
1043,ホオアカカエデチョウ,Estrilda melpoda,ESTRILDA,カエデチョウ属,ESTRILDIDAE,カエデチョウ科,PASSERIFORMES,スズメ目,種
1044,カエデチョウ,Estrilda troglodytes,ESTRILDA,カエデチョウ属,ESTRILDIDAE,カエデチョウ科,PASSERIFORMES,スズメ目,種
1045,ベニスズメ,Amandava amandava,AMANDAVA,ベニスズメ属,ESTRILDIDAE,カエデチョウ科,PASSERIFORMES,スズメ目,種
1046,ホウオウジャク,Vidua paradisaea,VIDUA,テンニンチョウ属,VIDUIDAE,テンニンチョウ科,PASSERIFORMES,スズメ目,種
1047,コウカンチョウ,Paroaria coronata,PAROARIA,コウカンチョウ属,THRAUPIDAE,フウキンチョウ科,PASSERIFORMES,スズメ目,種
